date_time,Date,Time,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,FG,DZ,BR,SN,RA,PL,TS,WeatherTypeReported,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,CLR,FEW,SCT,BKN,OVC,VV,CloudCoverReported,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed
4/2/2019 8:51:00,4/2/2019,8:51:00,30.41,25,46,0,0,0,0,0,0,0,0,0,0,44,30.41,FEW:02 40 BKN:07 250,0,1,0,1,0,0,2,30.38,10,38,160,,15
4/2/2019 9:51:00,4/2/2019,9:51:00,30.41,23,47,0,0,0,0,0,0,0,0,0,0,39,30.4,FEW:02 40 SCT:04 250,0,1,1,0,0,0,2,30.38,10,38,VRB,22,14
4/2/2019 10:51:00,4/2/2019,10:51:00,30.39,24,48,0,0,0,0,0,0,0,0,0,0,39,30.38,FEW:02 44 BKN:07 250,0,1,0,1,0,0,2,30.36,10,39,170,22,11
4/2/2019 11:51:00,4/2/2019,11:51:00,30.35,13,49,0,0,0,0,0,0,0,0,0,0,23,30.35,FEW:02 47 BKN:07 250,0,1,0,1,0,0,2,30.32,10,36,140,,11
4/2/2019 12:51:00,4/2/2019,12:51:00,30.33,23,49,0,0,0,0,0,0,0,0,0,0,36,30.33,FEW:02 55 BKN:07 250,0,1,0,1,0,0,2,30.3,10,39,130,,14
4/2/2019 13:51:00,4/2/2019,13:51:00,30.29,25,49,0,0,0,0,0,0,0,0,0,0,39,30.28,FEW:02 55 BKN:07 250,0,1,0,1,0,0,2,30.26,10,39,120,20,15
4/2/2019 14:51:00,4/2/2019,14:51:00,30.28,25,48,0,0,0,0,0,0,0,0,0,0,41,30.28,FEW:02 55 BKN:07 250,0,1,0,1,0,0,2,30.25,10,39,130,,13
4/2/2019 15:51:00,4/2/2019,15:51:00,30.26,26,47,0,0,0,0,0,0,0,0,0,0,44,30.26,BKN:07 75 BKN:07 250,0,0,0,1,0,0,1,30.23,10,39,130,,14
4/2/2019 16:51:00,4/2/2019,16:51:00,30.23,27,47,0,0,0,0,0,0,0,0,0,0,46,30.23,OVC:08 70,0,0,0,0,1,0,1,30.2,10,39,120,,14
4/2/2019 17:51:00,4/2/2019,17:51:00,30.22,30,46,0,0,0,0,0,0,0,0,0,0,54,30.22,OVC:08 70,0,0,0,0,1,0,1,30.19,10,39,100,,15
4/2/2019 18:51:00,4/2/2019,18:51:00,30.2,31,45,0,0,0,0,0,0,0,0,0,0,58,30.2,FEW:02 46 OVC:08 65,0,1,0,0,1,0,2,30.17,10,39,90,,14
4/2/2019 19:51:00,4/2/2019,19:51:00,30.19,31,45,0,0,0,0,0,0,0,0,0,0,58,30.19,OVC:08 75,0,0,0,0,1,0,1,30.16,10,39,70,,13
4/2/2019 20:51:00,4/2/2019,20:51:00,30.17,32,43,T,-RA:02 |RA |RA,0,0,0,0,1,0,0,1,65,30.16,FEW:02 31 OVC:08 44,0,1,0,0,1,0,2,30.14,10,38,70,,9
4/2/2019 21:51:00,4/2/2019,21:51:00,30.12,36,42,T,-RA:02 |RA |RA,0,0,0,0,1,0,0,1,79,30.11,BKN:07 70 OVC:08 80,0,0,0,1,1,0,2,30.09,10,39,60,,16
4/2/2019 22:51:00,4/2/2019,22:51:00,30.09,37,41,T,0,0,0,0,0,0,0,0,0,86,30.09,BKN:07 80 OVC:08 100,0,0,0,1,1,0,2,30.06,10,39,40,,13
4/2/2019 23:51:00,4/2/2019,23:51:00,30.05,37,41,T,0,0,0,0,0,0,0,0,0,86,30.05,SCT:04 15 BKN:07 60 OVC:08 80,0,0,1,1,1,0,3,30.02,10,39,40,,16
